Codice_Comune,Nome_Comune,Popolazione,Superficie_Kmq,Anno,Totale_Incidenti,Feriti,Morti,Tasso_Incidenti_10k,Densita_Incidenti_Kmq
006132,Pontecurone,3422,29.7041,2019,13,15,0,37.99,0.44
006133,Pontestura,1331,18.9177,2019,1,3,0,7.51,0.05
006134,Ponti,550,11.9679,2019,1,3,0,18.18,0.08
006135,Ponzano Monferrato,326,11.6495,2019,1,1,0,30.67,0.09
006136,Ponzone,1003,69.0281,2019,0,0,0,0.0,0.0
006137,Pozzol Groppo,301,14.0866,2019,0,0,0,0.0,0.0
006138,Pozzolo Formigaro,4522,36.1765,2019,19,32,1,42.02,0.53
006139,Prasco,478,5.9724,2019,0,0,0,0.0,0.0
006140,Predosa,1910,33.0071,2019,6,9,0,31.41,0.18
006141,Quargnento,1352,36.1651,2019,1,1,0,7.4,0.03
006142,Quattordio,1524,17.7338,2019,3,6,0,19.69,0.17
006143,Ricaldone,618,10.5153,2019,1,1,0,16.18,0.1
006144,Rivalta Bormida,1361,10.0516,2019,3,5,1,22.04,0.3
006145,Rivarone,389,6.0734,2019,0,0,0,0.0,0.0
006146,Roccaforte Ligure,126,20.5892,2019,0,0,0,0.0,0.0
006147,Rocca Grimalda,1430,15.4612,2019,3,7,0,20.98,0.19
006148,Rocchetta Ligure,222,10.1543,2019,0,0,0,0.0,0.0
006149,Rosignano Monferrato,1461,19.2799,2019,3,8,0,20.53,0.16
006150,Sala Monferrato,339,7.5754,2019,0,0,0,0.0,0.0
006151,Sale,3913,44.9156,2019,4,8,0,10.22,0.09
006152,San Cristoforo,547,3.5706,2019,0,0,0,0.0,0.0
006153,San Giorgio Monferrato,1192,7.1156,2019,1,2,0,8.39,0.14
006154,San Salvatore Monferrato,4055,31.6916,2019,5,8,0,12.33,0.16
006155,San Sebastiano Curone,533,3.8925,2019,0,0,0,0.0,0.0
006156,Sant'Agata Fossili,368,7.7065,2019,0,0,0,0.0,0.0
006157,Sardigliano,384,12.743,2019,0,0,0,0.0,0.0
006158,Sarezzano,1134,13.8532,2019,1,1,0,8.82,0.07
006159,Serralunga di Crea,513,8.8425,2019,0,0,0,0.0,0.0
006160,Serravalle Scrivia,5872,15.9488,2019,35,45,0,59.6,2.19
006161,Sezzadio,1205,34.3195,2019,1,2,0,8.3,0.03
006162,Silvano d'Orba,1874,12.1681,2019,9,13,1,48.03,0.74
006163,Solero,1570,22.5538,2019,4,6,0,25.48,0.18
006164,Solonghello,200,4.9533,2019,1,1,0,50.0,0.2
006165,Spigno Monferrato,956,54.8544,2019,2,2,0,20.92,0.04
006166,Spineto Scrivia,363,3.9542,2019,0,0,0,0.0,0.0
006167,Stazzano,2369,17.9132,2019,3,6,0,12.66,0.17
006168,Strevi,1906,15.2889,2019,4,10,0,20.99,0.26
006169,Tagliolo Monferrato,1510,26.2111,2019,2,3,0,13.25,0.08
006170,Tassarolo,600,7.035,2019,0,0,0,0.0,0.0
006171,Terruggia,906,7.2664,2019,0,0,0,0.0,0.0
006172,Terzo,846,8.796,2019,3,5,0,35.46,0.34
006173,Ticineto,1304,8.0894,2019,0,0,0,0.0,0.0
006174,Tortona,26713,98.8666,2019,105,152,3,39.31,1.06
006175,Treville,268,4.6032,2019,0,0,0,0.0,0.0
006176,Trisobbio,670,9.2191,2019,0,0,0,0.0,0.0
006177,Valenza,18149,48.4945,2019,49,59,3,27.0,1.01
006178,Valmacca,959,12.2936,2019,0,0,0,0.0,0.0
006179,Vignale Monferrato,945,18.7258,2019,4,9,0,42.33,0.21
006180,Vignole Borbera,2023,8.6455,2019,8,15,0,39.55,0.93
006181,Viguzzolo,3064,18.3072,2019,1,1,0,3.26,0.05
006182,Villadeati,480,14.6091,2019,0,0,0,0.0,0.0
006183,Villalvernia,884,4.4744,2019,4,5,0,45.25,0.89
006184,Villamiroglio,295,9.8688,2019,0,0,0,0.0,0.0
006185,Villanova Monferrato,1752,16.5563,2019,0,0,0,0.0,0.0
006186,Villaromagnano,663,6.0672,2019,1,1,0,15.08,0.16
006187,Visone,1141,12.5617,2019,0,0,0,0.0,0.0
006188,Volpedo,1170,10.4833,2019,3,6,0,25.64,0.29
006189,Volpeglino,134,3.2458,2019,0,0,0,0.0,0.0
006190,Voltaggio,671,52.1828,2019,2,2,1,29.81,0.04
006191,Cassano Spinola,1843,17.1263,2019,3,3,1,16.28,0.18
006192,Alluvioni Piovera,1635,24.7837,2019,1,1,0,6.12,0.04
007001,Allein,208,7.964,2019,0,0,0,0.0,0.0
007002,Antey-Saint-André,546,11.808,2019,3,6,1,54.95,0.25
007003,Aosta,33523,21.3923,2019,109,147,0,32.51,5.1
007004,Arnad,1227,28.8405,2019,5,9,0,40.75,0.17
007005,Arvier,852,33.3596,2019,2,2,0,23.47,0.06
007006,Avise,298,52.6166,2019,3,7,0,100.67,0.06
007007,Ayas,1399,129.4208,2019,0,0,0,0.0,0.0
007008,Aymavilles,2098,53.2436,2019,3,5,0,14.3,0.06
007009,Bard,112,3.0315,2019,4,4,0,357.14,1.32
007010,Bionaz,218,142.0905,2019,0,0,0,0.0,0.0
007011,Brissogne,942,25.5133,2019,1,2,0,10.62,0.04
007012,Brusson,863,55.2621,2019,1,1,0,11.59,0.02
007013,Challand-Saint-Anselme,736,27.9864,2019,0,0,0,0.0,0.0
007014,Challand-Saint-Victor,536,25.1589,2019,0,0,0,0.0,0.0
007015,Chambave,872,21.5416,2019,6,7,0,68.81,0.28
007016,Chamois,108,14.5283,2019,0,0,0,0.0,0.0
007017,Champdepraz,700,48.7924,2019,1,1,0,14.29,0.02
007018,Champorcher,380,68.4352,2019,0,0,0,0.0,0.0
007019,Charvensod,2377,25.8619,2019,4,5,0,16.83,0.15
007020,Châtillon,4450,39.6811,2019,11,14,0,24.72,0.28
007021,Cogne,1343,213.0372,2019,0,0,0,0.0,0.0
007022,Courmayeur,2734,209.6059,2019,5,7,0,18.29,0.02
007023,Donnas,2405,33.977,2019,1,2,0,4.16,0.03
007024,Doues,497,16.2542,2019,1,1,0,20.12,0.06
007025,Emarèse,220,10.233,2019,0,0,0,0.0,0.0
007026,Etroubles,483,39.5692,2019,1,1,0,20.7,0.03
007027,Fénis,1778,68.1198,2019,1,1,0,5.62,0.01
007028,Fontainemore,433,31.7089,2019,1,1,0,23.09,0.03
007029,Gaby,437,32.1712,2019,1,2,0,22.88,0.03
007030,Gignod,1739,25.9833,2019,5,6,1,28.75,0.19
007031,Gressan,3380,25.3034,2019,7,7,0,20.71,0.28
007032,Gressoney-La-Trinité,322,66.5161,2019,0,0,0,0.0,0.0
007033,Gressoney-Saint-Jean,804,69.6471,2019,2,2,0,24.88,0.03
007034,Hône,1154,12.6384,2019,1,2,0,8.67,0.08
007035,Introd,646,20.0381,2019,1,2,0,15.48,0.05
007036,Issime,393,35.3779,2019,0,0,0,0.0,0.0
007037,Issogne,1347,23.6103,2019,0,0,0,0.0,0.0
007038,Jovençan,712,7.012,2019,1,1,0,14.04,0.14
007039,La Magdeleine,108,8.9365,2019,0,0,0,0.0,0.0
007040,La Salle,2007,83.9427,2019,7,10,0,34.88,0.08
007041,La Thuile,819,125.6666,2019,1,1,0,12.21,0.01
007042,Lillianes,446,18.5463,2019,3,4,0,67.26,0.16
007043,Montjovet,1749,18.7597,2019,3,5,1,17.15,0.16
007044,Morgex,2097,43.6277,2019,1,1,0,4.77,0.02
007045,Nus,2984,57.3544,2019,18,34,0,60.32,0.31
007046,Ollomont,161,53.4825,2019,0,0,0,0.0,0.0
007047,Oyace,209,30.5598,2019,0,0,0,0.0,0.0
007048,Perloz,452,23.2665,2019,1,1,0,22.12,0.04
007049,Pollein,1520,15.3295,2019,3,6,0,19.74,0.2
007050,Pontboset,170,33.5599,2019,0,0,0,0.0,0.0
007051,Pontey,798,15.7533,2019,3,3,0,37.59,0.19
007052,Pont-Saint-Martin,3571,6.9224,2019,6,9,0,16.8,0.87
007053,Pré-Saint-Didier,996,33.4018,2019,0,0,0,0.0,0.0
007054,Quart,4101,62.052,2019,28,43,0,68.28,0.45
007055,Rhêmes-Notre-Dame,83,86.8333,2019,0,0,0,0.0,0.0
007056,Rhêmes-Saint-Georges,172,36.3385,2019,0,0,0,0.0,0.0
007057,Roisan,1015,14.641,2019,0,0,0,0.0,0.0
007058,Saint-Christophe,3471,14.7364,2019,13,17,0,37.45,0.88
007059,Saint-Denis,366,11.3872,2019,1,1,0,27.32,0.09
007060,Saint-Marcel,1311,42.382,2019,2,5,0,15.26,0.05
007061,Saint-Nicolas,320,15.4576,2019,0,0,0,0.0,0.0
007062,Saint-Oyen,194,9.4206,2019,2,2,0,103.09,0.21
007063,Saint-Pierre,3220,26.1772,2019,5,5,0,15.53,0.19
007064,Saint-Rhémy-en-Bosses,333,64.877,2019,1,0,1,30.03,0.02
007065,Saint-Vincent,4465,20.5721,2019,4,4,0,8.96,0.19
007066,Sarre,4793,28.281,2019,16,23,0,33.38,0.57
007067,Torgnon,555,42.4629,2019,1,1,0,18.02,0.02
007068,Valgrisenche,192,113.4757,2019,0,0,0,0.0,0.0
007069,Valpelline,594,31.4468,2019,0,0,0,0.0,0.0
007070,Valsavarenche,168,138.2088,2019,0,0,0,0.0,0.0
007071,Valtournenche,2273,116.1501,2019,3,6,0,13.2,0.03
007072,Verrayes,1267,22.3546,2019,0,0,0,0.0,0.0
007073,Verrès,2590,8.3607,2019,7,8,0,27.03,0.84
007074,Villeneuve,1247,8.7979,2019,3,4,0,24.06,0.34
008001,Airole,376,14.6268,2019,5,7,0,132.98,0.34
008002,Apricale,643,19.9364,2019,0,0,0,0.0,0.0
008003,Aquila d'Arroscia,149,10.0601,2019,0,0,0,0.0,0.0
008004,Armo,116,10.0925,2019,0,0,0,0.0,0.0
008005,Aurigo,338,9.1429,2019,0,0,0,0.0,0.0
008006,Badalucco,1059,16.0999,2019,0,0,0,0.0,0.0
008007,Bajardo,321,24.3196,2019,0,0,0,0.0,0.0
008008,Bordighera,10160,10.6456,2019,77,102,1,75.79,7.23
008009,Borghetto d'Arroscia,403,25.9387,2019,1,2,0,24.81,0.04
008010,Borgomaro,822,23.4357,2019,1,1,0,12.17,0.04
008011,Camporosso,5474,17.9447,2019,20,21,1,36.54,1.11
008012,Caravonica,254,4.4708,2019,1,3,0,39.37,0.22
008014,Castellaro,1222,7.8606,2019,2,3,0,16.37,0.25
008015,Castel Vittorio,263,25.9282,2019,0,0,0,0.0,0.0
008016,Ceriana,1083,31.7924,2019,2,2,0,18.47,0.06
008017,Cervo,1129,3.585,2019,12,16,0,106.29,3.35
008018,Cesio,273,8.857,2019,0,0,0,0.0,0.0
008019,Chiusanico,585,13.5068,2019,3,3,0,51.28,0.22
008020,Chiusavecchia,515,4.0918,2019,2,2,0,38.83,0.49
008021,Cipressa,1197,9.393,2019,1,1,0,8.35,0.11
008022,Civezza,619,3.8809,2019,0,0,0,0.0,0.0
008023,Cosio d'Arroscia,179,40.5548,2019,0,0,0,0.0,0.0
008024,Costarainera,773,2.519,2019,4,7,0,51.75,1.59
008025,Diano Arentino,689,8.3343,2019,1,1,0,14.51,0.12
008026,Diano Castello,2266,6.1136,2019,6,6,0,26.48,0.98
008027,Diano Marina,5681,6.6729,2019,15,18,0,26.4,2.25
008028,Diano San Pietro,1066,11.9117,2019,2,2,0,18.76,0.17
008029,Dolceacqua,2085,20.2846,2019,3,4,0,14.39,0.15
008030,Dolcedo,1283,19.7953,2019,4,4,1,31.18,0.2
008031,Imperia,41941,45.3823,2019,221,259,2,52.69,4.87
008032,Isolabona,685,12.3465,2019,0,0,0,0.0,0.0
008033,Lucinasco,275,7.8969,2019,0,0,0,0.0,0.0
008034,Mendatica,171,30.6912,2019,0,0,0,0.0,0.0
008035,Molini di Triora,606,58.0472,2019,1,1,0,16.5,0.02
008037,Montegrosso Pian Latte,122,10.0261,2019,0,0,0,0.0,0.0
008038,Olivetta San Michele,199,13.8375,2019,2,4,0,100.5,0.14
008039,Ospedaletti,3205,5.4462,2019,28,35,0,87.36,5.14
008040,Perinaldo,826,20.2994,2019,2,2,0,24.21,0.1
008041,Pietrabruna,446,10.2246,2019,0,0,0,0.0,0.0
008042,Pieve di Teco,1315,40.5045,2019,4,7,0,30.42,0.1
008043,Pigna,766,53.2305,2019,1,3,0,13.05,0.02
008044,Pompeiana,851,5.3802,2019,1,1,0,11.75,0.19
008045,Pontedassio,2318,13.3128,2019,7,12,1,30.2,0.53
008046,Pornassio,663,27.2114,2019,1,1,0,15.08,0.04
008047,Prelà,478,14.8026,2019,0,0,0,0.0,0.0
008048,Ranzo,545,10.8563,2019,1,1,0,18.35,0.09
008049,Rezzo,311,37.3683,2019,0,0,0,0.0,0.0
008050,Riva Ligure,2800,2.0712,2019,10,12,0,35.71,4.83
008051,Rocchetta Nervina,304,15.2848,2019,1,1,0,32.89,0.07
008052,San Bartolomeo al Mare,2983,10.8533,2019,9,11,0,30.17,0.83
008053,San Biagio della Cima,1238,4.307,2019,1,1,0,8.08,0.23
008054,San Lorenzo al Mare,1235,1.2886,2019,6,7,0,48.58,4.66
008055,Sanremo,53451,55.9577,2019,353,437,4,66.04,6.31
008056,Santo Stefano al Mare,2058,2.6886,2019,10,10,0,48.59,3.72
008057,Seborga,281,4.8705,2019,0,0,0,0.0,0.0
008058,Soldano,1005,3.466,2019,0,0,0,0.0,0.0
008059,Taggia,13869,31.3583,2019,58,69,0,41.82,1.85
008060,Terzorio,237,1.9254,2019,0,0,0,0.0,0.0
008061,Triora,360,67.606,2019,0,0,0,0.0,0.0
008062,Vallebona,1259,5.8808,2019,0,0,0,0.0,0.0
008063,Vallecrosia,6700,3.6815,2019,43,49,0,64.18,11.68
008064,Vasia,386,11.1513,2019,1,1,0,25.91,0.09
008065,Ventimiglia,23131,53.7257,2019,119,147,1,51.45,2.21
008066,Vessalico,254,10.4645,2019,2,2,0,78.74,0.19
008067,Villa Faraldi,447,9.5157,2019,1,1,0,22.37,0.11
008068,Montalto Carpasio,500,30.0037,2019,0,0,0,0.0,0.0
009001,Alassio,10322,17.2476,2019,62,77,0,60.07,3.59
009002,Albenga,23749,36.5751,2019,127,158,0,53.48,3.47
009003,Albissola Marina,5292,3.2457,2019,39,55,0,73.7,12.02
009004,Albisola Superiore,9539,28.6771,2019,49,61,0,51.37,1.71
009005,Altare,1962,11.2964,2019,14,24,0,71.36,1.24
009006,Andora,7297,31.7987,2019,45,56,2,61.67,1.42
009007,Arnasco,585,6.093,2019,1,2,0,17.09,0.16
009008,Balestrino,534,11.2733,2019,1,1,0,18.73,0.09
009009,Bardineto,758,29.7933,2019,2,2,0,26.39,0.07
009010,Bergeggi,1077,3.6899,2019,14,24,0,129.99,3.79
009011,Boissano,2472,8.3522,2019,3,4,0,12.14,0.36
009012,Borghetto Santo Spirito,4552,5.391,2019,23,32,1,50.53,4.27
009013,Borgio Verezzi,2084,2.7326,2019,10,14,0,47.98,3.66
009014,Bormida,357,22.4709,2019,0,0,0,0.0,0.0
009015,Cairo Montenotte,12691,100.4026,2019,30,44,1,23.64,0.3
009016,Calice Ligure,1682,20.6034,2019,4,8,0,23.78,0.19
009017,Calizzano,1426,62.7437,2019,2,3,0,14.03,0.03
009018,Carcare,5295,10.4005,2019,8,9,0,15.11,0.77
009019,Casanova Lerrone,705,24.2297,2019,2,2,0,28.37,0.08
009020,Castelbianco,310,14.7042,2019,0,0,0,0.0,0.0
009021,Castelvecchio di Rocca Barbena,132,16.1434,2019,0,0,0,0.0,0.0
009022,Celle Ligure,4982,9.5606,2019,22,28,1,44.16,2.3
009023,Cengio,3308,18.9617,2019,4,5,0,12.09,0.21
009024,Ceriale,5375,11.1527,2019,18,24,0,33.49,1.61
009025,Cisano sul Neva,2123,12.2727,2019,6,8,0,28.26,0.49
009026,Cosseria,1062,12.4065,2019,6,11,0,56.5,0.48
009027,Dego,1892,66.8145,2019,1,1,0,5.29,0.01
009028,Erli,222,16.7298,2019,0,0,0,0.0,0.0
009029,Finale Ligure,11304,35.5254,2019,72,97,1,63.69,2.03
009030,Garlenda,1302,8.0315,2019,3,6,0,23.04,0.37
009031,Giustenice,986,17.2237,2019,0,0,0,0.0,0.0
009032,Giusvalla,406,19.7021,2019,0,0,0,0.0,0.0
009033,Laigueglia,1712,2.7242,2019,6,8,0,35.05,2.2
009034,Loano,10866,13.4774,2019,58,71,0,53.38,4.3
009035,Magliolo,940,19.5718,2019,1,1,0,10.64,0.05
009036,Mallare,1058,31.7301,2019,2,2,0,18.9,0.06
009037,Massimino,104,7.8507,2019,0,0,0,0.0,0.0
009038,Millesimo,3247,15.9575,2019,6,8,1,18.48,0.38
009039,Mioglia,501,19.298,2019,0,0,0,0.0,0.0
009040,Murialdo,771,39.2213,2019,1,2,0,12.97,0.03
009041,Nasino,173,22.1769,2019,0,0,0,0.0,0.0
009042,Noli,2470,9.6682,2019,13,16,0,52.63,1.34
009043,Onzo,211,8.2263,2019,1,1,0,47.39,0.12
009044,Orco Feglino,919,17.313,2019,6,9,0,65.29,0.35
009045,Ortovero,1584,9.6586,2019,4,4,0,25.25,0.41
009046,Osiglia,439,28.1736,2019,1,1,0,22.78,0.04
009047,Pallare,919,21.3321,2019,0,0,0,0.0,0.0
009048,Piana Crixia,787,30.4451,2019,4,6,0,50.83,0.13
009049,Pietra Ligure,8404,9.8781,2019,52,60,1,61.88,5.26
009050,Plodio,626,8.6454,2019,0,0,0,0.0,0.0
009051,Pontinvrea,840,24.9456,2019,0,0,0,0.0,0.0
009052,Quiliano,6934,49.9186,2019,34,52,0,49.03,0.68
009053,Rialto,558,19.5971,2019,0,0,0,0.0,0.0
009054,Roccavignale,761,17.7066,2019,7,13,0,91.98,0.4
009055,Sassello,1756,100.656,2019,6,6,0,34.17,0.06
009056,Savona,58949,65.3174,2019,342,437,2,58.02,5.24
009057,Spotorno,3565,8.0198,2019,21,60,0,58.91,2.62
009058,Stella,2929,43.6807,2019,6,10,1,20.48,0.14
009059,Stellanello,829,17.8062,2019,2,2,0,24.13,0.11
009060,Testico,178,10.2868,2019,0,0,0,0.0,0.0
009061,Toirano,2655,18.9652,2019,4,5,0,15.07,0.21
009062,Tovo San Giacomo,2514,9.4467,2019,8,11,0,31.82,0.85
009063,Urbe,670,31.1689,2019,0,0,0,0.0,0.0
009064,Vado Ligure,8180,23.7846,2019,43,56,1,52.57,1.81
009065,Varazze,12697,47.9963,2019,64,88,0,50.41,1.33
009066,Vendone,364,9.915,2019,0,0,0,0.0,0.0
009067,Vezzi Portio,807,8.7616,2019,3,6,0,37.17,0.34
009068,Villanova d'Albenga,2761,15.8914,2019,13,14,0,47.08,0.82
009069,Zuccarello,291,10.807,2019,2,2,0,68.73,0.19
010001,Arenzano,11219,24.2972,2019,26,37,0,23.17,1.07
010002,Avegno,2506,10.9322,2019,1,1,0,3.99,0.09
010003,Bargagli,2532,16.2765,2019,4,6,1,15.8,0.25
010004,Bogliasco,4365,4.4242,2019,14,19,0,32.07,3.16
010005,Borzonasca,1848,80.5133,2019,5,7,0,27.06,0.06
010006,Busalla,5194,17.0618,2019,8,9,0,15.4,0.47
010007,Camogli,5087,10.0652,2019,1,1,0,1.97,0.1
010008,Campo Ligure,2816,23.7401,2019,4,5,0,14.2,0.17
010009,Campomorone,6488,25.9059,2019,11,12,0,16.95,0.42
010010,Carasco,3705,8.4579,2019,8,11,0,21.59,0.95
010011,Casarza Ligure,6743,27.8222,2019,10,12,1,14.83,0.36
010012,Casella,3110,8.0656,2019,6,7,0,19.29,0.74
010013,Castiglione Chiavarese,1579,29.7498,2019,2,2,0,12.67,0.07
010014,Ceranesi,3679,30.6952,2019,5,6,0,13.59,0.16
010015,Chiavari,27244,12.231,2019,151,176,1,55.43,12.35
010016,Cicagna,2245,11.2837,2019,6,7,0,26.73,0.53
010017,Cogoleto,8737,20.7228,2019,30,43,0,34.34,1.45
010018,Cogorno,5672,9.0821,2019,9,11,0,15.87,0.99
010019,Coreglia Ligure,267,8.0024,2019,0,0,0,0.0,0.0
010020,Crocefieschi,518,11.7248,2019,1,1,0,19.31,0.09
010021,Davagna,1786,20.5252,2019,0,0,0,0.0,0.0
010022,Fascia,70,11.254,2019,1,1,0,142.86,0.09
010023,Favale di Malvaro,434,16.6164,2019,0,0,0,0.0,0.0
010024,Fontanigorda,258,16.1628,2019,0,0,0,0.0,0.0
010025,Genova,566410,240.2876,2019,3921,4752,23,69.23,16.32
010026,Gorreto,90,18.876,2019,0,0,0,0.0,0.0
010027,Isola del Cantone,1426,47.9672,2019,8,10,0,56.1,0.17
010028,Lavagna,12352,13.8763,2019,108,138,3,87.44,7.78
010029,Leivi,2383,9.7099,2019,3,5,0,12.59,0.31
010030,Lorsica,417,17.7184,2019,0,0,0,0.0,0.0
010031,Lumarzo,1475,25.5078,2019,3,3,0,20.34,0.12
010032,Masone,3497,29.4412,2019,8,11,0,22.88,0.27
010033,Mele,2626,16.9335,2019,12,13,0,45.7,0.71
010034,Mezzanego,1456,28.6498,2019,6,7,0,41.21,0.21
010035,Mignanego,3501,16.2743,2019,11,13,0,31.42,0.68
010036,Moconesi,2411,16.2718,2019,3,8,0,12.44,0.18
010037,Moneglia,2630,15.6107,2019,10,12,0,38.02,0.64
010038,Montebruno,211,17.6787,2019,0,0,0,0.0,0.0
010039,Montoggio,1995,47.7246,2019,5,8,0,25.06,0.1
010040,Ne,2174,63.5214,2019,5,6,0,23.0,0.08
010041,Neirone,822,30.2369,2019,0,0,0,0.0,0.0
010042,Orero,512,15.9884,2019,0,0,0,0.0,0.0
010043,Pieve Ligure,2475,3.5565,2019,12,20,0,48.48,3.37
010044,Portofino,374,2.5311,2019,2,2,0,53.48,0.79
010045,Propata,125,16.931,2019,0,0,0,0.0,0.0
010046,Rapallo,29148,33.621,2019,140,158,1,48.03,4.16
010047,Recco,9442,9.7716,2019,59,75,0,62.49,6.04
010048,Rezzoaglio,913,104.719,2019,2,4,0,21.91,0.02
010049,Ronco Scrivia,4192,30.1115,2019,5,6,0,11.93,0.17
010050,Rondanina,59,12.8079,2019,0,0,0,0.0,0.0
010051,Rossiglione,2606,47.5932,2019,8,10,0,30.7,0.17
010052,Rovegno,500,44.0858,2019,0,0,0,0.0,0.0
010053,San Colombano Certenoli,2593,41.5747,2019,4,6,0,15.43,0.1
010054,Santa Margherita Ligure,8724,10.0436,2019,73,85,0,83.68,7.27
010055,Sant'Olcese,5633,21.9016,2019,5,6,0,8.88,0.23
010056,Santo Stefano d'Aveto,1015,54.7734,2019,1,1,0,9.85,0.02
010057,Savignone,3038,21.744,2019,6,8,0,19.75,0.28
010058,Serra Riccò,7621,26.2045,2019,20,27,0,26.24,0.76
010059,Sestri Levante,17788,33.6163,2019,112,126,1,62.96,3.33
010060,Sori,4010,13.0661,2019,17,18,2,42.39,1.3
010061,Tiglieto,495,24.5372,2019,2,10,0,40.4,0.08
010062,Torriglia,2198,60.0146,2019,3,3,0,13.65,0.05
010063,Tribogna,584,7.1383,2019,0,0,0,0.0,0.0
010064,Uscio,2135,9.6332,2019,2,2,0,9.37,0.21
010065,Valbrevenna,759,34.6707,2019,0,0,0,0.0,0.0
010066,Vobbia,370,33.4257,2019,0,0,0,0.0,0.0
010067,Zoagli,2325,7.7878,2019,18,25,0,77.42,2.31
011001,Ameglia,4270,14.1732,2019,13,15,1,30.44,0.92
011002,Arcola,10125,16.5379,2019,34,53,1,33.58,2.06
011003,Beverino,2267,34.945,2019,1,1,0,4.41,0.03
011004,Bolano,7444,14.5663,2019,12,14,0,16.12,0.82
011005,Bonassola,822,9.1896,2019,1,2,0,12.17,0.11
011006,Borghetto di Vara,886,27.3369,2019,0,0,0,0.0,0.0
011007,Brugnato,1285,11.9013,2019,7,9,0,54.47,0.59
011008,Calice al Cornoviglio,1058,33.7544,2019,2,2,0,18.9,0.06
011009,Carro,518,31.7917,2019,0,0,0,0.0,0.0
011010,Carrodano,476,21.8632,2019,5,9,0,105.04,0.23
011011,Castelnuovo Magra,8320,15.017,2019,15,21,0,18.03,1.0
011012,Deiva Marina,1338,14.0856,2019,7,7,0,52.32,0.5
011013,Follo,6203,23.2703,2019,11,19,0,17.73,0.47
011014,Framura,632,19.2599,2019,7,12,0,110.76,0.36
011015,La Spezia,92441,51.3951,2019,455,578,0,49.22,8.85
011016,Lerici,9648,16.0078,2019,35,39,1,36.28,2.19
011017,Levanto,5263,36.814,2019,2,3,0,3.8,0.05
011018,Maissana,597,45.4274,2019,0,0,0,0.0,0.0
011019,Monterosso al Mare,1383,10.9431,2019,0,0,0,0.0,0.0
011020,Luni,8236,13.8558,2019,22,28,1,26.71,1.59
011021,Pignone,540,17.7462,2019,3,4,0,55.56,0.17
011022,Portovenere,3348,7.6646,2019,1,2,0,2.99,0.13
011023,Riccò del Golfo di Spezia,3566,37.7634,2019,12,17,0,33.65,0.32
011024,Riomaggiore,1392,10.2899,2019,2,2,0,14.37,0.19
011025,Rocchetta di Vara,677,32.6636,2019,2,2,0,29.54,0.06
011026,Santo Stefano di Magra,9836,13.8524,2019,20,33,1,20.33,1.44
011027,Sarzana,21697,34.5374,2019,113,161,3,52.08,3.27
011028,Sesta Godano,1294,67.7758,2019,3,9,0,23.18,0.04
011029,Varese Ligure,1834,137.5884,2019,1,1,0,5.45,0.01
011030,Vernazza,766,12.2925,2019,1,2,0,13.05,0.08
011031,Vezzano Ligure,7237,18.3684,2019,42,68,0,58.04,2.29
011032,Zignago,488,28.7008,2019,0,0,0,0.0,0.0
012001,Agra,416,2.7953,2019,0,0,0,0.0,0.0
012002,Albizzate,5203,3.8821,2019,15,26,0,28.83,3.86
012003,Angera,5365,17.7261,2019,11,15,0,20.5,0.62
012004,Arcisate,9956,12.1264,2019,4,6,0,4.02,0.33
012005,Arsago Seprio,4806,10.5059,2019,5,5,0,10.4,0.48
012006,Azzate,4613,4.5062,2019,14,21,0,30.35,3.11
012007,Azzio,753,2.1722,2019,2,2,0,26.56,0.92
012008,Barasso,1657,3.9232,2019,5,6,0,30.18,1.27
012009,Bardello,1584,2.5157,2019,0,0,0,0.0,0.0
012010,Bedero Valcuvia,667,2.5636,2019,0,0,0,0.0,0.0
012011,Besano,2531,3.432,2019,2,2,0,7.9,0.58
012012,Besnate,5475,7.4769,2019,8,12,0,14.61,1.07
012013,Besozzo,8793,13.9454,2019,17,23,0,19.33,1.22
012014,Biandronno,3210,9.5209,2019,6,7,0,18.69,0.63
012015,Bisuschio,4293,7.03,2019,6,13,0,13.98,0.85
012016,Bodio Lomnago,2212,4.0386,2019,3,3,0,13.56,0.74
012017,Brebbia,3194,6.8686,2019,7,17,0,21.92,1.02
012018,Bregano,836,2.2924,2019,0,0,0,0.0,0.0
012019,Brenta,1741,4.182,2019,0,0,0,0.0,0.0
012020,Brezzo di Bedero,1244,9.9542,2019,2,5,0,16.08,0.2
012021,Brinzio,790,6.3963,2019,1,1,0,12.66,0.16
012022,Brissago-Valtravaglia,1227,6.1189,2019,4,6,0,32.6,0.65
012023,Brunello,943,1.62,2019,2,2,0,21.21,1.23
012024,Brusimpiano,1170,5.9058,2019,2,2,1,17.09,0.34
012025,Buguggiate,3078,2.5045,2019,11,22,0,35.74,4.39
012026,Busto Arsizio,83045,30.6597,2019,344,455,1,41.42,11.22
012027,Cadegliano-Viconago,2154,10.2718,2019,6,14,1,27.86,0.58
012029,Cairate,7687,11.2635,2019,15,20,0,19.51,1.33
012030,Cantello,4750,9.1334,2019,12,21,0,25.26,1.31
012031,Caravate,2591,5.127,2019,1,1,1,3.86,0.2
012032,Cardano al Campo,14780,9.4198,2019,28,37,0,18.94,2.97
012033,Carnago,6591,6.2131,2019,7,10,0,10.62,1.13
012034,Caronno Pertusella,18035,8.5453,2019,46,74,0,25.51,5.38
012035,Caronno Varesino,4787,5.7494,2019,3,5,0,6.27,0.52
